2025-10-24 14:54:21 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:34:54 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-26 15:34:54 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-26 15:34:54 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-26 15:35:07 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:35:14 | INFO     | STT             | STT Result: 'what been supportive or' (duration: 6.2s)
2025-10-26 15:35:14 | INFO     | USER            | User Command: 'what been supportive or'
2025-10-26 15:35:14 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'what been supportive or', 'confidence': 0.0}
2025-10-26 15:35:14 | WARNING  | NLP             | Unknown intent: what been supportive or
2025-10-26 15:35:18 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:35:26 | INFO     | STT             | STT Result: 'or sporty bikes' (duration: 7.6s)
2025-10-26 15:35:26 | INFO     | USER            | User Command: 'or sporty bikes'
2025-10-26 15:35:26 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'or sporty bikes', 'confidence': 0.0}
2025-10-26 15:35:26 | WARNING  | NLP             | Unknown intent: or sporty bikes
2025-10-26 15:35:31 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:35:39 | INFO     | STT             | STT Result: 'open chrome' (duration: 7.1s)
2025-10-26 15:35:39 | INFO     | USER            | User Command: 'open chrome'
2025-10-26 15:35:39 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'chrome'}
2025-10-26 15:35:39 | INFO     | EXECUTION       | Execution SUCCESS: [app] Opening chrome
2025-10-26 15:35:39 | INFO     | TTS             | TTS Output: 'Opening chrome'
2025-10-26 15:35:43 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-26 15:35:43 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-26 15:35:44 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-26 15:35:44 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:35:44 | INFO     | SYSTEM          | Session ended at: 2025-10-26 15:35:44
2025-10-26 15:35:44 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:35:45 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:35:45 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-26 15:35:45 | INFO     | SYSTEM          | Session started at: 2025-10-26 15:35:45
2025-10-26 15:35:45 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:35:45 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-26 15:35:45 | INFO     | INIT            | TTS Engine initialized
2025-10-26 15:35:46 | INFO     | INIT            | STT Engine initialized
2025-10-26 15:35:46 | INFO     | INIT            | NLP Engine initialized
2025-10-26 15:35:47 | INFO     | INIT            | Command Mapper initialized
2025-10-26 15:35:47 | INFO     | INIT            | Execution Engine initialized
2025-10-26 15:37:28 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:37:28 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-26 15:37:28 | INFO     | SYSTEM          | Session started at: 2025-10-26 15:37:28
2025-10-26 15:37:28 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:37:28 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-26 15:37:28 | INFO     | INIT            | TTS Engine initialized
2025-10-26 15:37:29 | INFO     | INIT            | STT Engine initialized
2025-10-26 15:37:29 | INFO     | INIT            | NLP Engine initialized
2025-10-26 15:37:29 | INFO     | INIT            | Command Mapper initialized
2025-10-26 15:37:29 | INFO     | INIT            | Execution Engine initialized
2025-10-26 15:37:30 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-26 15:37:30 | INFO     | SYSTEM          | System Event: All modules initialized successfully
